,nazwa,miasto,firma,liczba_graczy,czas_gry,kategoria,poziom_trudnosci,liczba_ocen,miejsce_w_polsce,wazne1_1,wazne1_2,wazne1_3,wazne1_4,wazne1_5,wazne1_6,wazne1_7,wazne1_8,wazne1_9,wazne1_10,wazne1_11,wazne1_12,wazne1_13,wazne1_14,wazne1_15,wazne1_16,wazne1_17,wazne1_18,wazne1_19,wazne1_20,wazne2_1,wazne2_2,wazne2_3,wazne2_4,wazne2_5,wazne2_6,wazne2_7,wazne2_8,wazne2_9,wazne2_10,wazne2_11,wazne2_12,wazne2_13,wazne2_14,wazne2_15,wazne2_16,wazne2_17,wazne2_18,wazne2_19,wazne2_20,wazne3_1,wazne3_2,wazne3_3,wazne3_4,wazne3_5,wazne3_6,wazne3_7,wazne3_8,wazne3_9,wazne3_10,wazne3_11,wazne3_12,wazne3_13,wazne3_14,wazne3_15,wazne3_16,wazne3_17,wazne3_18,wazne3_19,wazne3_20,oceny
401,Wolfenstein,Kraków,ExitRoom ™,2-4 osoby,60 minut,Fabularny,śr. zaawansowani,60 opinii,Polska: 401. miejsce,Klimatyzowany,Możliwość płatności kartą,Od 16 lat,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,Pełen monitoring,Pełen kontakt z mistrzem gry,Klucz bezpieczeństwa,Przycisk bezpieczeństwa,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,angielski,polski,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,"7 .0
Obsługa:
9,9/10
Klimat:
8,9/10
Trudność wg. graczy:
Średni
Ilość opinii:
60"
402,Mikołajowa Misja,Wisła,Zamek Zagadek,2-6 osób,60 minut,Przygodowy,na pierwszy raz,7 opinii,Polska: 402. miejsce,Przyjazny dzieciom,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,Pełen monitoring,Pełen kontakt z mistrzem gry,Drzwi zawsze otwarte,Dostępny żel antybakteryjny,Dezynfekowane pokoje,Ograniczony kontakt z innymi grupami,Dezynfekcja lampami UVC,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,angielski,czeski,polski,słowacki,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,"8 .3
Obsługa:
9,3/10
Klimat:
9,7/10
Trudność wg. graczy:
Średni
Ilość opinii:
7"
403,Apartament,Łódź,Alfa Fun,2-4 osoby,60 minut,Przygodowy,początkujący,18 opinii,Polska: 403. miejsce,Przyjazny dzieciom,Możliwość płatności kartą,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,Pełen monitoring,Pełen kontakt z mistrzem gry,Drzwi zawsze otwarte,Oświetlenie awaryjne,Tylko niskie napięcie w zasięgu gracza,Dostępny żel antybakteryjny,Dezynfekowane pokoje,Ograniczony kontakt z innymi grupami,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,polski,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,"7 .3
Obsługa:
9,6/10
Klimat:
7,8/10
Trudność wg. graczy:
Średni
Ilość opinii:
18"
404,Krypta wampira,Warszawa,Zagadkownia,2-5 osób,60 minut,Thriller,śr. zaawansowani,201 opinii,Polska: 404. miejsce,Możliwość płatności kartą,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,Pełen monitoring,Pełen kontakt z mistrzem gry,Przycisk bezpieczeństwa,System awaryjnego otwierania drzwi,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,angielski,polski,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,"5 .4
Obsługa:
7,2/10
Klimat:
6,6/10
Trudność wg. graczy:
Średni
Ilość opinii:
201"
405,S.O.S.,Iława,Open The Lock,2-5 osób,60 minut,Przygodowy,początkujący,6 opinii,Polska: 405. miejsce,Przyjazny dzieciom,Możliwość płatności kartą,Nie dla epileptyków,Nie dla kobiet w ciąży,Nieodpowiednie dla osób z klaustrofobią,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,Pełen monitoring,Pełen kontakt z mistrzem gry,Klucz bezpieczeństwa,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,angielski,polski,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,"8 .8
Obsługa:
10/10
Klimat:
9,1/10
Trudność wg. graczy:
Średni
Ilość opinii:
6"
406,Rozbitkowie w dżungli,Warszawa,Zagadkownia,2-6 osób,60 minut,Przygodowy,śr. zaawansowani,101 opinii,Polska: 406. miejsce,Przyjazny dzieciom,Możliwość płatności kartą,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,Pełen monitoring,Pełen kontakt z mistrzem gry,Drzwi zawsze otwarte,Klucz bezpieczeństwa,Tylko niskie napięcie w zasięgu gracza,System awaryjnego otwierania drzwi,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,angielski,polski,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,"6 .2
Obsługa:
8/10
Klimat:
7/10
Trudność wg. graczy:
Średni
Ilość opinii:
101"
407,Chory Lekarz,Zamość,Escape Room Zamość,2-6 osób,60 minut,Thriller,początkujący,2 opinie,Polska: 408. miejsce,Możliwość płatności kartą,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,Pełen monitoring,Pełen kontakt z mistrzem gry,Klucz bezpieczeństwa,Oświetlenie awaryjne,Dezynfekowane pokoje,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,angielski,polski,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,"10
Obsługa:
10/10
Klimat:
10/10
Trudność wg. graczy:
Średni
Ilość opinii:
2"
408,Bezludna Wyspa,Nowy Sącz,4Fun Escape Room Nowy Sącz,2-6 osób,60 minut,Przygodowy,śr. zaawansowani,9 opinii,Polska: 407. miejsce,Przyjazny dzieciom,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,Pełen monitoring,Pełen kontakt z mistrzem gry,Przycisk bezpieczeństwa,Tylko niskie napięcie w zasięgu gracza,System awaryjnego otwierania drzwi,Dostępny żel antybakteryjny,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,polski,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,"6 .0
Obsługa:
5,5/10
Klimat:
8,3/10
Trudność wg. graczy:
Średni
Ilość opinii:
9"
409,Śmierć muzealnika,Stargard,Muzeum Archeologiczno-Historyczne Stargard,2-6 osób,60 minut,Kryminalny,doświadczony,7 opinii,Polska: 409. miejsce,Przyjazny dzieciom,Przyjazny niepełnosprawnym,Klimatyzowany,Możliwość płatności kartą,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,Pełen monitoring,Drzwi zawsze otwarte,Oświetlenie awaryjne,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,polski,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,"9 .6
Obsługa:
10/10
Klimat:
9,4/10
Trudność wg. graczy:
Trudny
Ilość opinii:
7"
410,Laboratorium Frankensteina,Lublin,LetMeOut,2-6 osób,60 minut,Przygodowy,początkujący,5 opinii,Polska: 410. miejsce,Przyjazny dzieciom,Możliwość płatności kartą,Możesz kupić tutaj Escape Tales,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,Pełen monitoring,Pełen kontakt z mistrzem gry,Przycisk bezpieczeństwa,Oświetlenie awaryjne,Tylko niskie napięcie w zasięgu gracza,System awaryjnego otwierania drzwi,Dostępny żel antybakteryjny,Dezynfekowane pokoje,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,angielski,polski,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,"7 .4
Obsługa:
9/10
Klimat:
7,2/10
Trudność wg. graczy:
Średni
Ilość opinii:
5"
411,Duchy Bastei,Stargard,Muzeum Archeologiczno-Historyczne Stargard,2-6 osób,60 minut,Thriller,początkujący,7 opinii,Polska: 411. miejsce,Przyjazny dzieciom,Przyjazny niepełnosprawnym,Klimatyzowany,Możliwość płatności kartą,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,Pełen monitoring,Drzwi zawsze otwarte,Oświetlenie awaryjne,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,angielski,polski,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,"7 .5
Obsługa:
7,7/10
Klimat:
7,9/10
Trudność wg. graczy:
Trudny
Ilość opinii:
7"
412,Cela,Karpacz,Pokoje Tajemnic,2-5 osób,60 minut,Kryminalny,śr. zaawansowani,38 opinii,Polska: 412. miejsce,polski,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,"6 .4
Obsługa:
9,7/10
Klimat:
7,3/10
Trudność wg. graczy:
Łatwy
Ilość opinii:
38"
413,Szalony naukowiec,Żory,Open The Lock,2-5 osób,60 minut,Fabularny,śr. zaawansowani,12 opinii,Polska: 413. miejsce,Przyjazny dzieciom,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,Pełen monitoring,Pełen kontakt z mistrzem gry,Drzwi zawsze otwarte,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,polski,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,"5 .7
Obsługa:
7/10
Klimat:
5,5/10
Trudność wg. graczy:
Średni
Ilość opinii:
12"
414,Kara Śmierci - Średniowieczny Loch,Wrocław,LetMeOut,2-5 osób,60 minut,Przygodowy,początkujący,38 opinii,Polska: 414. miejsce,Klimatyzowany,Możliwość płatności kartą,Nie dla epileptyków,Nie dla kobiet w ciąży,Nieodpowiednie dla osób z klaustrofobią,Możesz kupić tutaj Escape Tales,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,Pełen monitoring,Pełen kontakt z mistrzem gry,Drzwi zawsze otwarte,Klucz bezpieczeństwa,Tylko niskie napięcie w zasięgu gracza,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,angielski,polski,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,"3 .2
Obsługa:
6/10
Klimat:
2,6/10
Trudność wg. graczy:
Średni
Ilość opinii:
38"
415,Więzienie,Wrocław,Secret Room & Brain Code,2-5 osób,60 minut,Kryminalny,początkujący,203 opinie,Polska: 416. miejsce,Przyjazny dzieciom,Klimatyzowany,Możliwość płatności kartą,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,Pełen monitoring,Pełen kontakt z mistrzem gry,Klucz bezpieczeństwa,Przycisk bezpieczeństwa,Tylko niskie napięcie w zasięgu gracza,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,angielski,polski,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,"6 .2
Obsługa:
9,3/10
Klimat:
8,3/10
Trudność wg. graczy:
Średni
Ilość opinii:
203"
416,Posterunek 13,Bielsko-Biała,HURRY UP,2-5 osób,60 minut,Kryminalny,początkujący,50 opinii,Polska: 415. miejsce,Przyjazny dzieciom,Możliwość płatności kartą,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,Pełen monitoring,Pełen kontakt z mistrzem gry,Drzwi zawsze otwarte,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,polski,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,"6 .7
Obsługa:
8,2/10
Klimat:
7,6/10
Trudność wg. graczy:
Średni
Ilość opinii:
50"
417,Cosa nostra,Poznań,Time 4 Secrets,2-4 osoby,60 minut,Kryminalny,śr. zaawansowani,203 opinie,Polska: 418. miejsce,Przyjazny dzieciom,Przyjazny zwierzętom,Klimatyzowany,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,Pełen monitoring,Pełen kontakt z mistrzem gry,Klucz bezpieczeństwa,Przycisk bezpieczeństwa,Oświetlenie awaryjne,System awaryjnego otwierania drzwi,Dostępny żel antybakteryjny,Dezynfekowane pokoje,Ograniczony kontakt z innymi grupami,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,angielski,polski,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,"8 .2
Obsługa:
9,8/10
Klimat:
8,9/10
Trudność wg. graczy:
Trudny
Ilość opinii:
203"
418,Amazonia - Wyprawa w nieznane,Szczecin,Escape Room Szczecin,2-5 osób,60 minut,Przygodowy,śr. zaawansowani,8 opinii,Polska: 417. miejsce,Przyjazny dzieciom,Możliwość płatności kartą,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,Pełen monitoring,Pełen kontakt z mistrzem gry,Drzwi zawsze otwarte,Przycisk bezpieczeństwa,Oświetlenie awaryjne,Tylko niskie napięcie w zasięgu gracza,System awaryjnego otwierania drzwi,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,angielski,polski,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,"5 .5
Obsługa:
7,4/10
Klimat:
9,2/10
Trudność wg. graczy:
Średni
Ilość opinii:
8"
419,Muzeum Tortur,Rzeszów,WydostanSie Escape Rooms,2-6 osób,60 minut,Historyczny,początkujący,21 opinii,Polska: 419. miejsce,Przyjazny dzieciom,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,Pełen monitoring,Pełen kontakt z mistrzem gry,Klucz bezpieczeństwa,Tylko niskie napięcie w zasięgu gracza,Dostępny żel antybakteryjny,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,polski,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,"6 .5
Obsługa:
9,7/10
Klimat:
7,1/10
Trudność wg. graczy:
Średni
Ilość opinii:
21"
420,Tajemnica Egipskich Bogów,Gorzów Wielkopolski,Open The Lock,2-5 osób,60 minut,Historyczny,początkujący,20 opinii,Polska: 420. miejsce,Możesz kupić tutaj Escape Tales,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,Pełen monitoring,Pełen kontakt z mistrzem gry,Przycisk bezpieczeństwa,Oświetlenie awaryjne,Tylko niskie napięcie w zasięgu gracza,System awaryjnego otwierania drzwi,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,angielski,polski,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,"5 .8
Obsługa:
4,5/10
Klimat:
8,3/10
Trudność wg. graczy:
Trudny
Ilość opinii:
20"
421,Nawiedzony Schowek,Nowy Sącz,4Fun Escape Room Nowy Sącz,2-6 osób,60 minut,Horror,śr. zaawansowani,10 opinii,Polska: 421. miejsce,Nieodpowiednie dla osób z klaustrofobią,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,Pełen monitoring,Pełen kontakt z mistrzem gry,Klucz bezpieczeństwa,Tylko niskie napięcie w zasięgu gracza,Dostępny żel antybakteryjny,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,polski,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,"4 .9
Obsługa:
7,6/10
Klimat:
5,8/10
Trudność wg. graczy:
Średni
Ilość opinii:
10"
422,Wyspa Skarbów,Giżycko,Pokoje zagadek,2-5 osób,60 minut,Przygodowy,początkujący,3 opinie,Polska: 422. miejsce,Przyjazny dzieciom,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,angielski,polski,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,"9 .0
Obsługa:
10/10
Klimat:
9,2/10
Trudność wg. graczy:
Łatwy
Ilość opinii:
3"
423,Szpieg z PRL-u,Kraków,Zoltar Park Kraków,2-5 osób,45 minut,Kryminalny,śr. zaawansowani,5 opinii,Polska: 423. miejsce,Możliwość płatności kartą,Od 16 lat,Nie dla epileptyków,Nie dla kobiet w ciąży,Nieodpowiednie dla osób z klaustrofobią,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,Pełen monitoring,Pełen kontakt z mistrzem gry,Klucz bezpieczeństwa,Oświetlenie awaryjne,Tylko niskie napięcie w zasięgu gracza,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,angielski,polski,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,"7 .6
Obsługa:
10/10
Klimat:
8,7/10
Trudność wg. graczy:
Średni
Ilość opinii:
5"
424,Czarownice z Eylau,Iława,Open The Lock,2-5 osób,60 minut,Thriller,śr. zaawansowani,5 opinii,Polska: 424. miejsce,Możliwość płatności kartą,Nie dla epileptyków,Nieodpowiednie dla osób z klaustrofobią,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,Pełen monitoring,Pełen kontakt z mistrzem gry,Klucz bezpieczeństwa,Tylko niskie napięcie w zasięgu gracza,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,angielski,polski,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,"5 .6
Obsługa:
10/10
Klimat:
5,1/10
Trudność wg. graczy:
Trudny
Ilość opinii:
5"
425,Bunkier 2 : Biuro Komendanta,Rzeszów,WydostanSie Escape Rooms,2-5 osób,60 minut,Kryminalny,początkujący,9 opinii,Polska: 425. miejsce,Przyjazny dzieciom,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,Pełen monitoring,Pełen kontakt z mistrzem gry,Klucz bezpieczeństwa,Tylko niskie napięcie w zasięgu gracza,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,polski,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,"7 .1
Obsługa:
9,3/10
Klimat:
7,9/10
Trudność wg. graczy:
Średni
Ilość opinii:
9"
426,Legenda Króla Artura,Kraków,Locked UP,2-5 osób,60 minut,Przygodowy,początkujący,6 opinii,Polska: 427. miejsce,Przyjazny dzieciom,Możliwość płatności kartą,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,Pełen monitoring,Pełen kontakt z mistrzem gry,Klucz bezpieczeństwa,Oświetlenie awaryjne,Tylko niskie napięcie w zasięgu gracza,System awaryjnego otwierania drzwi,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,angielski,polski,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,"7 .6
Obsługa:
8,5/10
Klimat:
9/10
Trudność wg. graczy:
Średni
Ilość opinii:
6"
427,Na Skraju Lasu,Gorzów Wielkopolski,Open The Lock,2-5 osób,60 minut,Przygodowy,śr. zaawansowani,9 opinii,Polska: 426. miejsce,Przyjazny dzieciom,Możesz kupić tutaj Escape Tales,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,Pełen monitoring,Pełen kontakt z mistrzem gry,Przycisk bezpieczeństwa,Oświetlenie awaryjne,Tylko niskie napięcie w zasięgu gracza,System awaryjnego otwierania drzwi,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,polski,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,"7 .0
Obsługa:
6,6/10
Klimat:
8,5/10
Trudność wg. graczy:
Średni
Ilość opinii:
9"
428,Opuszczona klinika,Kielce,Unlock the door,2-5 osób,50 minut,Thriller,początkujący,4 opinie,Polska: 428. miejsce,Przyjazny dzieciom,Przyjazny niepełnosprawnym,Nie dla epileptyków,Nie dla kobiet w ciąży,Nieodpowiednie dla osób z klaustrofobią,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,angielski,polski,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,"8 .0
Obsługa:
9,6/10
Klimat:
8/10
Trudność wg. graczy:
Łatwy
Ilość opinii:
4"
429,Skarb Templariuszy,Iława,Open The Lock,2-5 osób,60 minut,Przygodowy,początkujący,10 opinii,Polska: 429. miejsce,Przyjazny dzieciom,Przyjazny niepełnosprawnym,Możliwość płatności kartą,Nie dla epileptyków,Nieodpowiednie dla osób z klaustrofobią,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,Pełen monitoring,Pełen kontakt z mistrzem gry,Klucz bezpieczeństwa,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,angielski,polski,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,"7 .4
Obsługa:
5,2/10
Klimat:
8/10
Trudność wg. graczy:
Łatwy
Ilość opinii:
10"
430,Szalone lata 80'te,Janów Lubelski,Zoom Natury,2-8 osób,60 minut,Fabularny,śr. zaawansowani,4 opinie,Polska: 430. miejsce,Przyjazny dzieciom,Możliwość płatności kartą,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,polski,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,"8 .5
Obsługa:
9,8/10
Klimat:
9,9/10
Trudność wg. graczy:
Średni
Ilość opinii:
4"
